grid_id,alias
grid.460222.0,IMAGE Film & Video Center
grid.460225.7,Historically black colleges and universities Library Alliance
grid.460227.5,Pure E&P AS
grid.460229.b,Henry Doubleday Research Association
grid.460230.3,Reliable Software
grid.460238.b,Burlington County College
grid.460241.5,Albertina
grid.460246.2,Küçük ve Orta Ölçekli İşletmeleri Geliştirme ve Destekleme İdaresi Başkanlığı
grid.460254.1,Valsts Izglītības Attīstības Aģentūra
grid.460258.d,Poltegor Instytut
grid.460259.c,Frederick R. Weisman Art Museum
grid.460264.2,Svenska Kemistsamfundet
grid.460265.3,Akademickie Centrum Medyczne
grid.460266.0,Cyborg Idea s.c.
grid.460273.4,Dąbrowska Fabryka Maszyn Elektrycznych Damel
grid.460280.8,Polski Klaster Drzewny
grid.460280.8,Agencji Rozwoju Przedsiębiorczości
grid.460283.b,Fabing Sp
grid.460284.c,Akademia Muzyczna w Krakowie
grid.460287.f,Biblioteka Narodowa
grid.460289.1,Fundacja Rozwoju Kardiochirurgii
grid.460295.c,Fundacja Aeris Futuro
grid.460299.0,Polska Grupa Zbrojeniowa
grid.460310.0,Pracownia badań i innowacji społecznych Stocznia
grid.460322.1,Fundacja PRAESTERNO
grid.460329.a,Fundacja Wolnego i Otwartego Oprogramowania
grid.460331.3,Grupa Bumar
grid.460333.1,I4H&V
grid.460341.4,ELY Centres
grid.460342.7,Instytut Badań Edukacyjnych
grid.460348.d,Instytut Biotechnologii Przemysłu Rolno - Spożywczego
grid.460350.4,Instytut Biotechnologii Surowic i Szczepionek
grid.460355.1,Instytut Ceramiki i Materiałów Budowlanych
grid.460358.c,"Instytut Ciężkiej Syntezy Organicznej ""Blachownia"""
grid.460360.7,Institute of Geography PAS
grid.460364.3,Instytut Historii PAN
grid.460364.3,Tadeusz Manteuffel Institute of History Polish Academy of Sciences
grid.460365.2,Instytut Filozofii i Socjologii
grid.460371.7,Instytut Informatyki Teoretycznej i Stosowanej PAN
grid.460371.7,Instytut Informatyki Teoretycznej i Stosowanej Polskiej Akademii Nauk
grid.460372.4,Instytut Fizjologii Roślin
grid.460373.5,CBI Pro-Akademia
grid.460376.0,Instytutu Języka Polskiego PAN
grid.460378.e,Instytut Genetyki i Hodowli Zwierząt
grid.460380.9,Institute of Mediterranean and Oriental Cultures PAS
grid.460380.9,Instytut Kultur Śródziemnomorskich i Orientalnych Polskiej Akademii Nauk
grid.460381.8,Instytut Maszyn Matematycznych
grid.460383.a,Instytut Mechaniki Górotworu
grid.460391.9,Alkoholitutkimussäätiö
grid.460392.a,Suomalaisen Kirjallisuuden Seura
grid.460393.b,Suomen Ravitsemustieteen Yhdistys
grid.460396.e,Grupa Azoty Zakłady Azotowe Kędzierzyn Spółka Akcyjna
grid.460397.f,Instytut Tele- i Radiotechniczny
grid.460400.6,Instytut Włókiennictwa
grid.460404.2,Institute of Electrical Drives and Machines
grid.460404.2,Instytut Napędów i Maszyn Elektrycznych
grid.460408.e,Instytut Nowych Syntez Chemicznych
grid.460412.5,Centrum Stosunków Międzynarodowych
grid.460422.6,Institute of Applied Optics
grid.460422.6,Instytut Optyki Stosowanej
grid.460425.1,SYSKON - Systemy Kontroli Procesów Przemysłowych
grid.460426.2,Zakład Paleozoologii PAN
grid.460426.2,Zakład Paleozoologii
grid.460426.2,Instytut Paleobiologii
grid.460426.2,Institute of Paleozoology
grid.460430.5,Instytut Parazytologii
grid.460430.5,Witolda Stefańskiego PAN
grid.460430.5,Institute of Parasitology
grid.460430.5,W. Stefański Institute of Parasitology of the PAS
grid.460434.1,Instytut Podstaw Inżynierii Środowiska PAN
grid.460434.1,Instytut Podstaw Inżynierii Środowiska Polskiej Akademii Nauk
grid.460436.3,Katowicki Holding Węglowy
grid.460437.2,Kela
grid.460437.2,Folkpensionsanstalten
grid.460437.2,Kansaneläkelaitos
grid.460438.d,Pellervo Taloustutkimus
grid.460443.1,Instytutu Przemysłu Organicznego
grid.460447.5,Instytut Psychologii Polska Akademia Nauk
grid.460447.5,Instytut Psychologii PAN
grid.460447.5,Institute of Psychology Polish Academy of Sciences
grid.460448.a,Radwag Wagi Elektroniczne
grid.460450.3,Instytut Rybactwa Śródlądowego im. Stanisława Sakowicza
grid.460450.3,Inland Fisheries Institute
grid.460453.0,Instytut Studiów Politycznych PAN
grid.460453.0,Instytut Studiów Politycznych
grid.460453.0,Institute of Political Studies PAS
grid.460453.0,Institute of Political Studies Polish Academy of Sciences
grid.460454.7,Muzeum Górnictwa Węglowego w Zabrzu
grid.460455.6,Institute of Systematics and Evolution of Animals of the Polish Academy of Sciences
grid.460455.6,Instytut Systematyki i Ewolucji Zwierząt PAN
grid.460457.4,RPWiK Sosnowiec S.A.
grid.460458.b,Instytut Sztuki Polskiej Akademii Nauk
grid.460458.b,Instytutu Sztuki PAN
grid.460458.b,Institute of Art of the Polish Academy of Sciences
grid.460461.1,Instytut Technik Innowacyjnych EMAG
grid.460464.4,Muzeum Narodowe w Krakowie
grid.460465.5,Instytut Techniki i Aparatury Medycznej ITAM
grid.460467.7,Polskie Koleje Państwowe
grid.460467.7,Grupa PKP
grid.460468.8,Instytut Technologiczno-Przyrodniczy
grid.460470.1,Kotimaisten kielten keskus
grid.460472.3,Pojazdy Szynowe Pesa Bydgoszcz
grid.460480.e,"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji"
grid.460493.c,Swedish Consultants
grid.460494.b,Polska Izba Nasienna
grid.460504.3,Laboratorium Genetyki Molekularnej
grid.460505.2,Saamelaiskäräjät
grid.460507.0,PSE-Operator
grid.460514.2,Löntagarnas Forskningsinstitut
grid.460520.5,TF Kable
grid.460530.4,'Odlewnictwo Export-Import' W. Kulej
grid.460535.1,Ogólnopolska Federacja Organizacji Pozarządowych
grid.460540.3,Family Federation of Finland
grid.460544.7,Utrikespolitiska Institutet
grid.460544.7,Ulkopoliittinen Instituutti
grid.460547.4,Finnish Jazz Archive
grid.460550.2,Sensing and Imaging Research Center
grid.460553.1,Nuorisotutkimusseura
grid.460587.8,Wyższa Szkoła Ekonomiczna w Białymstoku
grid.460589.6,Wyższa Szkoła Finansów i Zarządzania w Białymstoku
grid.460598.6,Centralny Instytut Ochrony Pracy
grid.460599.7,Instytut Ochrony Roślin
grid.460600.4,Instytut Ochrony Środowiska
grid.460601.5,Instytut Ekonomiki Rolnictwa i Gospodarki Żywnościowej
grid.460602.6,Centrum Naukowo-Badawcze Ochrony Przeciwpożarowej
grid.460603.7,Instytut Technologii Eksploatacji
grid.460609.d,Pure Mobility
grid.460613.6,S[&]T
grid.460613.6,Science [&] Technology
grid.460616.3,Wojskowe Zakłady Łączności Nr 2
grid.460616.3,WZŁ No 2
grid.460617.2,Wojskowe Zakłady Lotnicze nr 1
grid.460619.c,Jednostka Wojskowa Nr
grid.460628.e,Dolina Lotnicza
grid.460631.6,Wojskowy Instytut Łączności
grid.460632.5,Wojskowy Instytut Techniczny Uzbrojenia
grid.460634.3,Przemysłowy Instytut Maszyn Rolniczych
grid.460635.2,Wojskowy Instytut Techniki Inżynieryjnej
grid.460641.1,Universiteti Europian i Tiranës
grid.460650.1,Wyższa Szkoła Oficerska Sił Powietrznych
grid.460652.3,Wyższa Szkoła Technik Komputerowych i Telekomunikacji w Kielcach
grid.460657.6,Domingo Funes Hospital
grid.460662.0,Hospital Infanto Juvenil Dra. Carolina Tobar Garcia
grid.460680.c,St. Elizabeth's Hospital
grid.460687.b,Blacktown Hospital
grid.460691.c,Bowral Hospital
grid.460702.7,Lewisham Hospital
grid.460703.6,Wakefield Hospital
grid.460704.1,Jezuitenhuis
grid.460707.2,Mǎndekě Zhōnghuá Yīyuàn
grid.460708.d,Campbelltown Hospital
grid.460714.0,National University College
grid.460716.2,Capricorn Coast Hospital and Health Service
grid.460717.3,Rift Valley College
grid.460717.3,Rift Valley University College
grid.460728.f,Limbe Regional Hospital
grid.460730.6,Xinjiang Construction Hospital
grid.460736.0,Aberdeen Hospital
grid.460740.1,Ambrose University College
grid.460741.0,Katherine District Hospital
grid.460744.5,Kenvale College of Tourism & Hospitality Management
grid.460748.9,Tibet Minzu University
grid.460753.3,Burnaby General Hospital
grid.460765.6,Mackay District Hospital
grid.460769.a,Keewatin Community College
grid.460774.6,The Mater
grid.460774.6,Mater Hospital Pimlico
grid.460774.6,Mater Private Hospital
grid.460779.b,Professionshøjskolen UCC
grid.460785.8,University College Lillebælt)
grid.460786.b,Institute of Professional Studies
grid.460790.c,Professionshøjskolen University College Nordjylland
grid.460793.f,University College Zealand
grid.460793.f,University College Sealand
grid.460798.4,Khasi Jaintia Presbyterian Hospital
grid.460798.4,KJP Hospital
grid.460803.9,Durgabai Deshmukh Hospital and Research Centre
grid.460806.c,Shoalhaven Hospital
grid.460807.d,Africa Institute of Journalism & Communications
grid.460810.b,DataLink University College
grid.460819.2,Ahlul Bait Islamic School
grid.460822.a,Mahshahr IAU
grid.460822.a,Dāneshgāh-e Āzād-e Eslāmi
grid.460823.b,Shushrusha Citizens' Co-operative Hospital
grid.460829.1,Malar Hospital
grid.460844.a,Government Unani Hospital
grid.460849.7,A N Magadh Medical College and Hospital
grid.460852.d,Prince of Wales King Edwards Memorial Hospital for men
grid.460875.8,Ansal Institute of Technology
grid.460876.b,Science City University College
grid.460884.6,Sheikh Mohammed Al Kasinzan University College
grid.460893.0,Unifortunato
grid.460897.4,Unipegaso
grid.460902.9,M. Y. Hospital
grid.460902.9,Maharaja Yashwant Rao Hospital
grid.460903.8,K B Bhabha Hospital
grid.460905.e,MNLU Mumbai
grid.460906.d,Cavan Monaghan Hospital
grid.460914.e,Kilcreene Hospital
grid.460914.e,Lourdes Orthopaedic Hospital
grid.460919.3,Longford-Westmeath Regional Hospital
grid.460921.8,Jagannath Institute for Technology and Management
grid.460924.d,Bell Land General Hospital
grid.460931.9,Koyama Fukusei Byōin
grid.460932.a,Regional Mental Hospital
grid.460934.c,MGM Medical College and Hospital
grid.460936.e,Sagar Dutta Medical College
grid.460939.1,RSUP. Dr. Kariadi
grid.460939.1,Rumah Sakit Umum Pusat Dr. Kariadi
grid.460940.f,RSPAD Gatot Soebroto
grid.460940.f,Rumah Sakit Pusat Angkatan Darat Gatot Soebroto
grid.460941.e,Al-Isra University
grid.460943.c,Rumah Sakit Panti Rapih
grid.460944.b,Minto Regional Institute of Ophthalmology
grid.460949.6,Clonmel General Hospital
grid.460953.d,Kazakh State Academy of Management
grid.460953.d,Almaty Institute of National Economy
grid.460959.7,Prince of Wales Medical College
grid.460960.d,"Department of Hospital Management,Deccan school of management"
grid.460962.f,"Synod Hospital, Durtlang"
grid.460963.e,Ospidéal Naomh Conaill
grid.460965.8,Nairobi Evangelical Graduate School of Theology
grid.460966.b,Office Chérifien des Phosphates
grid.460967.a,Carlow/Kildare Lunatic Asylum
grid.460972.e,R.C.S.M. Govt Medical College and CPR Hospital Kolhapur
grid.460973.f,"St. Joseph's Hospital, Sligo"
grid.460977.b,Raiganj College
grid.460983.0,Grúpa Ospidéil an Larthair / an Larthuaiscirt
grid.460985.6,Dufferin Hospital
grid.460990.2,Scottish Hospital and English Hospital
grid.460991.3,Ganta United Methodist Hospital
grid.460997.5,American Institute of Holy Land Studies
grid.460998.a,IUC Turin
grid.461000.3,Santo Asilo de Damas
grid.461003.0,B & B Hospital
grid.461006.5,Hospital San Lucas
grid.461008.b,Hospital Dr. Pila
grid.461009.a,Eastern Regional Eye Care Programme
grid.461010.2,Hospital Kajang
grid.461012.0,Hospital Oncológico
grid.461026.7,Spitalul Clinic Județean de Urgență Arad
grid.461029.8,Universitatea Româno-Americană
grid.461035.5,Amsterdamse Hogeschool voor de Kunsten
grid.461043.4,Dar Al-Shifa Hospital
grid.461044.3,Aided Hospital
grid.461046.1,New Era University College
grid.461049.e,Ga-Rankuwa Hospital
grid.461050.6,Hospital Adventist
grid.461052.4,Hospital Nacional
grid.461053.5,Hospital Serdang
grid.461057.1,Southern UC
grid.461062.7,Hospital Temerloh
grid.461066.3,Hospital Pakar Sultan Ismail
grid.461067.2,Hospital Santo Tomas
grid.461069.c,Terengganu Advanced Technical Institute
grid.461072.6,TAR University College
grid.461083.8,Association of Christian Schools and Colleges
grid.461085.e,"Albizu University, San Juan Campus"
grid.461085.e,Albizu University
grid.461090.a,Mabessaneh Hospital
grid.461090.a,St. John of God Catholic Hospital
grid.461093.9,Bethel Hospital
grid.461096.c,Sykehuset Namsos
grid.461097.d,East Shore Hospital
grid.461101.3,Samordna opptak
grid.461103.1,Sanatorio San Hipolito
grid.461104.6,Chinese General Hospital School of Nursing
grid.461109.b,Høgskulen for landbruk og bygdeutvikling
grid.461111.2,Rudolf Steinerhøyskolen
grid.461118.b,Little Company of Mary Hospital
grid.461119.a,Mission Hospital
grid.461121.1,"Iloilo Maritime Academy, John B. Lacson Colleges Foundation"
grid.461123.3,"Aga Khan Maternity Home, Karimabad"
grid.461124.4,Nemocnica s poliklinikou Štefana Kukuru
grid.461124.4,Štefan Kukura Hospital and Polyclinic in Michalovce
grid.461132.3,Mary Theresa Hospital
grid.461135.4,Isbitaalka Caabudwaaq ee Daryeelka Umulaha iyo Caruurta
grid.461137.6,Tarka Hospital
grid.461141.7,DHQ Teaching Hospital Mirpur
grid.461142.4,"Metropolitan Medical Center College of Arts, Science and Technology"
grid.461143.5,St Francis Hospital
grid.461149.f,Adventist Medical Center College - Iligan City
grid.461149.f,AMC College
grid.461152.5,Umtata General Hospital
grid.461155.2,H F Verwoerd Hospital
grid.461155.2,Pretoria Academic Hospital
grid.461157.0,Kilinochchi District General Hospital
grid.461158.f,Banadir Maternity & Children Hospital
grid.461158.f,Isbitaalka Banaadir
grid.461160.4,Apollo Hospitals Colombo
grid.461165.1,Quirino National Agricultural School
grid.461165.1,Quirino State College
grid.461168.c,Edna Adan University Hospital
grid.461174.1,Clinica Somoso
grid.461176.3,Mannar Base Hospital
grid.461176.3,Mannar District General Hospital
grid.461183.9,Universal College of Nursing
grid.461185.f,Zamboanga A.E. Colleges
grid.461187.d,Het Zuid-Afrikaans Hospitaal en Diakonessenhuis
grid.461189.3,Kibuli Muslim Hospital
grid.461190.b,Boomin Hospital
grid.461191.a,Chung Cheong Business and Industry College
grid.461192.9,Dr Neville Fernando Sri Lanka – Russia Friendship Teaching Hospital
grid.461196.d,Daewon Junior College
grid.461196.d,Daewon Daehak
grid.461198.3,Bangkok Adventist Hospital
grid.461199.2,ellippalai District Hospital
grid.461199.2,Tellippalai Base Hospital
grid.461200.1,Doowon Technical Junior College
grid.461200.1,Duwon Gonggwa Daehak
grid.461202.3,Trincomalee District General Hospital
grid.461202.3,Trincomalee General Hospital
grid.461205.4,Hallim Sŏngsimtaehakkyo
grid.461205.4,Hallim Seongsimdaehakkyo
grid.461208.9,Vavuniya Hospital
grid.461208.9,Vavuniya District General Hospital
grid.461211.1,Bumrungrad Hospital
grid.461212.2,Lira RRH
grid.461212.2,Lira Regional Referral Hospital
grid.461215.5,Masaka Regional Referral Hospital
grid.461218.8,Spine Specialized Oriental Medical Hospital
grid.461219.9,Saint Kizito Hospital
grid.461221.2,Mbale Regional Referral Hospital
grid.461223.0,Fleming Hospital
grid.461224.7,Frölunda Specialistsjukhus
grid.461225.6,Vejthani International Hospital
grid.461227.4,Namirembe Hospital
grid.461230.2,Moroto Regional Referral Hospital
grid.461231.3,Yuhan Taehakkyo
grid.461231.3,Yuhan Daehakgyo
grid.461231.3,Yuhan College
grid.461231.3,Yuhan Technical College
grid.461231.3,Yuhan Technical Junior College
grid.461232.0,Yanhee International Hospital
grid.461234.6,Mubende Regional Referral Hospital
grid.461235.7,"Saint Francis Hospital, Mutolere"
grid.461237.5,The Colonial Hospital
grid.461238.a,"St. Francis Hospital, Nagalama,"
grid.461240.5,Ampara District General Hospital
grid.461240.5,Ampara General Hospital
grid.461242.7,China-Uganda Friendship Hospital Naguru
grid.461243.6,Sollefteå sjukhus
grid.461255.1,St. Francis Hospital Nsambya
grid.461256.2,die Schweizer Gesellschaft für Privatschulen und Universitäten
grid.461260.7,COMU Hospital
grid.461262.5,Cheddikulam District Hospital
grid.461262.5,Cheddikulam Base Hospital
grid.461265.2,Lubaga Hospital
grid.461268.f,Soroti Regional Referral Hospital
grid.461270.6,Doğu Akdeniz Üniversitesi
grid.461271.7,Kalmunai North Base Hospital
grid.461273.5,Nkokonjeru Hospital
grid.461275.3,Kayts District Hospital
grid.461275.3,Kayts Base Hospital
grid.461277.1,Lugazi National Defence University
grid.461281.8,Turriff Joint Hospital
grid.461283.a,SDU Research Hospital
grid.461283.a,Süleyman Demirel Üniversitesi Araştırma ve Uygulama Hastanesi
grid.461284.d,Broadford Hospital
grid.461285.c,Holy Family Virika Hospital
grid.461288.1,Burgh Hospital
grid.461290.8,Ospadal Uibhist agus Bharraigh
grid.461294.c,Naomi House Children's Hospice
grid.461299.1,Saint Luke's Hospital
grid.461301.1,Warwickshire Nuffield Hospital
grid.461304.4,Arua Hospital
grid.461307.7,St. Francis Hospital Buluba
grid.461308.8,Royal Bucks
grid.461309.9,Butabika National Referral Hospital
grid.461309.9,Butabika National Referral Mental Hospital
grid.461321.3,The Cradle of the Navy
grid.461324.6,Buhinga Hospital
grid.461324.6,Fort Portal Regional Referral Hospital
grid.461326.4,Carteret General Hospital
grid.461328.a,Hoima Regional Referral Hospital
grid.461334.7,Central Lunatic Asylum
grid.461335.6,St John's Hospital
grid.461338.b,Ysbyty Sant Cadog
grid.461338.b,Saint Cadoc's Hospital
grid.461341.5,UK Albert B. Chandler Hospital
grid.461345.1,Saint Woolos Hospital
grid.461345.1,Ysbyty Sant Gwynllyw
grid.461350.5,Jinja Regional Referral Hospital
grid.461355.0,Kabale Regional Referral Hospital
grid.461356.3,Stephen Hospital
grid.461357.2,Campbell Infectious Diseases Hospital
grid.461359.c,Kagando Mission Hospital
grid.461363.5,Dr. Ambrosoli Memorial Hospital
grid.461364.2,Cottage Grove Community Hospital
grid.461367.1,Mercy Hospital
grid.461368.e,Mulago Hospital at Kamuli
grid.461370.7,Dunoon General Hospital
grid.461371.6,Lubaga Mission Hospital at Kamuli
grid.461393.a,Legacy Emanuel Children's Hospital
grid.461399.0,Durham County General Hospital
grid.461399.0,Durham County General Hospital
grid.461399.0,Durham Regional Hospital
grid.461402.5,Rawson-Neal Psychiatric Hospital
grid.461417.1,Rocky Vista University College of Osteopathic Medicine
grid.461420.5,Enumclaw Regional Hospital
grid.461421.4,Rutherford Hospital
grid.461421.4,Middle Tennessee Medical Cente
grid.461429.c,Hickman County Hospital
grid.461429.c,Saint Thomas Hickman Hospital
grid.461442.1,Alabama Insane Hospital
grid.461442.1,Alabama State Hospital for the Insane
grid.461443.0,Huntsville Hospital System
grid.461444.7,San Antonio Community Hospital
grid.461445.6,Altamont Hospital
grid.461445.6,Montgomery Regional Hospital
grid.461450.2,OrthoIndy Hospital
grid.461451.3,Morton Hospital and Medical Center
grid.461455.7,Walker Memorial Hospital
grid.461469.8,Sierra View District Hospital
grid.461480.f,Cottage Hospital
grid.461482.d,Waterbury Asylum
grid.461482.d,Vermont State Asylum for the Insane
grid.461483.c,Norman Municipal Hospital
grid.461484.b,Samuel H. Shapiro Developmental Center
grid.461487.8,Mt. Carmel Regional Medical Center
grid.461490.e,State Lunatic Hospital
grid.461500.6,St. Joseph Hospital
grid.461516.1,Louis A. Weiss Memorial Hospital
grid.461517.0,URock
grid.461524.0,Our Lady of Lourdes Hospital
